dataset name,original size,type width,Dimension,decomposition,chunk no,decomposed zstd compressed size (B),decomposed row-ordered zstd compressed size (B),reordered zstd compressed size (B),reordered row-based zstd compressed size (B),standard zstd compressed size (B),standard zstd compression ratio,decomposed zstd compression ratio,decomposed row-ordered zstd compression ratio,reordered zstd compression ratio,reordered row-based zstd compression ratio,WE,entropy word,entropy list,max rep,unique ratio
acs_wht_f32,224999996,4,56249999,"( (2,1,), (3,0,), )",-1,155835992,142477329,155836043,142481273,164407756,1.36854854949787,1.44382560865657,1.57919858253379,1.44382513614004,1.57915486900514,6.16463389446987,20.1330116816552,"(7.192768741067551,5.136499047872188,)","(825504,825504,)",
acs_wht_f32,224999996,4,56249999,"( (2,3,0,1,), )",-1,164415050,142480998,164415050,142480998,164407756,1.36854854949787,1.36848783611963,1.57915791690342,1.36848783611963,1.57915791690342,6.44260136953034,20.1330116816552,"(6.44260136953034,)","(1651008,)",
acs_wht_f32,224999996,4,56249999,"( (0,), (1,2,3,), )",-1,160692173,142480470,160693019,142478739,164407756,1.36854854949787,1.40019262792594,1.5791637689011,1.40018525633649,1.57918295444768,6.31422855038797,20.1330116816552,"(7.412603678883616,5.948103507556084,)","(412752,1238256,)",
acs_wht_f32,224999996,4,56249999,"( (3,1,2,0,), )",-1,164379819,142473972,164379819,142473972,164407756,1.36854854949787,1.36878113973346,1.57923579192416,1.36878113973346,1.57923579192416,6.44260136953034,20.1330116816552,"(6.44260136953034,)","(1651008,)",
acs_wht_f32,224999996,4,56249999,"( (1,3,), (2,0,), )",-1,155816591,142477736,155820916,142474360,164407756,1.36854854949787,1.44400538194293,1.57919407141618,1.44396530180839,1.57923149119603,6.16479309855714,20.1330116816552,"(5.136580155175457,7.193006041938832,)","(825504,825504,)",
acs_wht_f32,224999996,4,56249999,"( (3,0,1,2,), )",-1,164382264,142474752,164382264,142474752,164407756,1.36854854949787,1.36876078066427,1.57922714615429,1.36876078066427,1.57922714615429,6.44260136953034,20.1330116816552,"(6.4426013695303395,)","(1651008,)",
acs_wht_f32,224999996,4,56249999,"( (1,2,), (3,0,), )",-1,155837997,142473946,155838048,142477891,164407756,1.36854854949787,1.4438070325044,1.57923608011812,1.44380656000003,1.57919235342977,6.16463389446987,20.1330116816552,"(7.1927687410675505,5.136499047872188,)","(825504,825504,)",
acs_wht_f32,224999996,4,56249999,"( (0,), (1,), (2,), (3,), )",-1,142479566,142479566,142478739,142478739,164407756,1.36854854949787,1.57917378833116,1.57917378833116,1.57918295444768,1.57918295444768,5.64734299698702,20.1330116816552,"(7.412603678883616,7.412636992582531,6.543164177817545,1.2209671386643668,)","(412752,412752,412752,412752,)",
acs_wht_f32,224999996,4,56249999,"( (0,), (3,), (2,1,), )",-1,146279248,142479454,146278482,142476356,164407756,1.36854854949787,1.53815390136542,1.57917502968533,1.53816195604217,1.57920936720195,5.75477707492077,20.1330116816552,"(7.412603678883616,1.2209671386643668,7.192768741067551,)","(412752,412752,825504,)",
acs_wht_f32,224999996,4,56249999,"( (1,), (3,0,2,), )",-1,160717531,142474561,160718036,142477013,164407756,1.36854854949787,1.39997170563801,1.57922926325072,1.39996730671846,1.5792020850409,6.31432908472876,20.1330116816552,"(7.412636992582531,5.9482264487775005,)","(412752,1238256,)",
acs_wht_f32,224999996,4,56249999,"( (0,2,1,), (3,), )",-1,149158989,142475772,149161501,142477907,164407756,1.36854854949787,1.50845750235006,1.57921584029038,1.5084320987089,1.57919217608945,5.78782335247649,20.1330116816552,"(7.310108757080525,1.2209671386643668,)","(1238256,412752,)",
acs_wht_f32,224999996,4,56249999,"( (2,1,0,3,), )",-1,164408282,142481140,164408282,142481140,164407756,1.36854854949787,1.36854417102905,1.57915634307811,1.36854417102905,1.57915634307811,6.44260136953034,20.1330116816552,"(6.442601369530339,)","(1651008,)",
acs_wht_f32,224999996,4,56249999,"( (0,2,3,1,), )",-1,164368667,142479936,164368667,142479936,164407756,1.36854854949787,1.36887400808574,1.57916968744287,1.36887400808574,1.57916968744287,6.44260136953034,20.1330116816552,"(6.44260136953034,)","(1651008,)",
acs_wht_f32,224999996,4,56249999,"( (1,2,0,3,), )",-1,164405126,142477753,164405126,142477753,164407756,1.36854854949787,1.36857044226224,1.57919388299168,1.36857044226224,1.57919388299168,6.44260136953034,20.1330116816552,"(6.44260136953034,)","(1651008,)",
acs_wht_f32,224999996,4,56249999,"( (0,1,2,3,), )",-1,164407756,142478739,164407756,142478739,164407756,1.36854854949787,1.36854854949787,1.57918295444768,1.36854854949787,1.57918295444768,6.44260136953034,20.1330116816552,"(6.44260136953034,)","(1651008,)",
acs_wht_f32,224999996,4,56249999,"( (1,0,), (2,3,), )",-1,148232749,142479889,148232899,142476705,164407756,1.36854854949787,1.5178831770839,1.57917020836534,1.51788164110587,1.57920549889191,6.05632765229652,20.1330116816552,"(7.4126226209859425,4.7000326836071045,)","(825504,825504,)",
acs_wht_f32,224999996,4,56249999,"( (3,1,0,), (2,), )",-1,157800740,142478993,157798360,142476613,164407756,1.36854854949787,1.4258488014695,1.57918013920831,1.42587030689039,1.5792065186165,6.20732932291605,20.1330116816552,"(6.095384371282217,6.543164177817545,)","(1238256,412752,)",
acs_wht_f32,224999996,4,56249999,"( (2,3,1,), (0,), )",-1,160698303,142481666,160695766,142479093,164407756,1.36854854949787,1.40013921615588,1.57915051330183,1.40016132098963,1.57917903084911,6.31422855038797,20.1330116816552,"(5.948103507556083,7.412603678883616,)","(1238256,412752,)",
acs_wht_f32,224999996,4,56249999,"( (1,), (0,2,), (3,), )",-1,146282549,142476109,146284118,142476705,164407756,1.36854854949787,1.53811919151067,1.57921210495719,1.53810269410108,1.57920549889191,5.75490405378114,20.1330116816552,"(7.412636992582531,7.193006041938833,1.2209671386643668,)","(412752,825504,412752,)",
acs_wht_f32,224999996,4,56249999,"( (1,3,0,), (2,), )",-1,157812270,142479393,157809890,142477013,164407756,1.36854854949787,1.42574462682781,1.57917570578084,1.42576612910636,1.5792020850409,6.20732932291605,20.1330116816552,"(6.095384371282217,6.543164177817545,)","(1238256,412752,)",
acs_wht_f32,224999996,4,56249999,"( (1,0,), (2,), (3,), )",-1,142434805,142477449,142434037,142476705,164407756,1.36854854949787,1.579670053257,1.57919725247186,1.57967857078993,1.57920549889191,5.64734413961345,20.1330116816552,"(7.4126226209859425,6.543164177817545,1.2209671386643668,)","(825504,412752,412752,)",
acs_wht_f32,224999996,4,56249999,"( (2,0,1,3,), )",-1,164406463,142479279,164406463,142479279,164407756,1.36854854949787,1.36855931265914,1.57917696930513,1.36855931265914,1.57917696930513,6.44260136953034,20.1330116816552,"(6.4426013695303395,)","(1651008,)",
acs_wht_f32,224999996,4,56249999,"( (3,1,), (2,), (0,), )",-1,152036436,142479451,152030938,142473972,164407756,1.36854854949787,1.47990838196181,1.57917506293592,1.47996190091256,1.57923579192416,6.05723204176302,20.1330116816552,"(5.136580155175457,6.543164177817545,7.412603678883616,)","(825504,412752,412752,)",
acs_wht_f32,224999996,4,56249999,"( (3,2,0,1,), )",-1,164375704,142475048,164375704,142475048,164407756,1.36854854949787,1.36881540595562,1.57922386522025,1.36881540595562,1.57922386522025,6.44260136953034,20.1330116816552,"(6.44260136953034,)","(1651008,)",
acs_wht_f32,224999996,4,56249999,"( (1,), (3,), (2,0,), )",-1,146281622,142477444,146286181,142474360,164407756,1.36854854949787,1.53812893871248,1.57919730789107,1.53808100301696,1.57923149119603,5.75490405378114,20.1330116816552,"(7.412636992582531,1.2209671386643668,7.193006041938832,)","(412752,412752,825504,)",
acs_wht_f32,224999996,4,56249999,"( (1,3,0,2,), )",-1,164416763,142477013,164416763,142477013,164407756,1.36854854949787,1.36847357832972,1.5792020850409,1.36847357832972,1.5792020850409,6.44260136953034,20.1330116816552,"(6.44260136953034,)","(1651008,)",
acs_wht_f32,224999996,4,56249999,"( (0,), (1,), (3,2,), )",-1,148188266,142476053,148189586,142478987,164407756,1.36854854949787,1.51833881368178,1.57921272566415,1.51832528906586,1.57918020570991,6.05632650967009,20.1330116816552,"(7.412603678883616,7.412636992582531,4.7000326836071045,)","(412752,412752,825504,)",
acs_wht_f32,224999996,4,56249999,"( (1,3,2,0,), )",-1,164413425,142474360,164413425,142474360,164407756,1.36854854949787,1.36850136173491,1.57923149119603,1.36850136173491,1.57923149119603,6.44260136953034,20.1330116816552,"(6.44260136953034,)","(1651008,)",
acs_wht_f32,224999996,4,56249999,"( (2,), (0,3,1,), )",-1,157813024,142479507,157811414,142481278,164407756,1.36854854949787,1.4257378148967,1.57917444225856,1.42575236034575,1.57915481358891,6.20732932291605,20.1330116816552,"(6.543164177817545,6.095384371282217,)","(412752,1238256,)",
acs_wht_f32,224999996,4,56249999,"( (0,), (3,1,2,), )",-1,160717224,142476550,160717588,142477118,164407756,1.36854854949787,1.39997437984618,1.57920721690692,1.39997120912492,1.57920092123144,6.31422855038797,20.1330116816552,"(7.412603678883616,5.948103507556084,)","(412752,1238256,)",
acs_wht_f32,224999996,4,56249999,"( (1,), (2,), (0,3,), )",-1,152015429,142479847,152011735,142477753,164407756,1.36854854949787,1.48011289038299,1.57917067387081,1.4801488582444,1.57919388299168,6.05719981653611,20.1330116816552,"(7.412636992582531,6.543164177817545,5.136499047872188,)","(412752,412752,825504,)",
acs_wht_f32,224999996,4,56249999,"( (3,1,), (2,0,), )",-1,155838492,142477329,155842743,142473972,164407756,1.36854854949787,1.44380244644564,1.57919858253379,1.44376306312832,1.57923579192416,6.16479309855714,20.1330116816552,"(5.136580155175457,7.193006041938832,)","(825504,825504,)",
acs_wht_f32,224999996,4,56249999,"( (0,), (1,3,2,), )",-1,160711405,142476938,160707906,142478987,164407756,1.36854854949787,1.4000250697827,1.57920291633443,1.40005555171629,1.57918020570991,6.31422855038797,20.1330116816552,"(7.412603678883616,5.948103507556084,)","(412752,1238256,)",
acs_wht_f32,224999996,4,56249999,"( (0,1,), (2,), (3,), )",-1,142435171,142479504,142434427,142478739,164407756,1.36854854949787,1.57966599415253,1.57917447550912,1.57967424546876,1.57918295444768,5.64734413961345,20.1330116816552,"(7.412622620985942,6.543164177817545,1.2209671386643668,)","(825504,412752,412752,)",
acs_wht_f32,224999996,4,56249999,"( (3,1,), (0,2,), )",-1,155839419,142475994,155843810,142476613,164407756,1.36854854949787,1.4437938580867,1.5792133796238,1.44375317826226,1.5792065186165,6.16479309855715,20.1330116816552,"(5.136580155175457,7.193006041938833,)","(825504,825504,)",
acs_wht_f32,224999996,4,56249999,"( (2,0,), (1,), (3,), )",-1,146281622,142477444,146283615,142479279,164407756,1.36854854949787,1.53812893871248,1.57919730789107,1.53810798290704,1.57917696930513,5.75490405378114,20.1330116816552,"(7.193006041938832,7.412636992582531,1.2209671386643668,)","(825504,412752,412752,)",
acs_wht_f32,224999996,4,56249999,"( (0,), (2,), (3,1,), )",-1,152036436,142479451,152033278,142479936,164407756,1.36854854949787,1.47990838196181,1.57917506293592,1.47993912227558,1.57916968744287,6.05723204176302,20.1330116816552,"(7.412603678883616,6.543164177817545,5.136580155175457,)","(412752,412752,825504,)",
acs_wht_f32,224999996,4,56249999,"( (0,1,), (3,2,), )",-1,148143871,142475991,148145275,142478987,164407756,1.36854854949787,1.51879382171673,1.579213412876,1.51877942782853,1.57918020570991,6.05632765229652,20.1330116816552,"(7.412622620985942,4.7000326836071045,)","(825504,825504,)",
acs_wht_f32,224999996,4,56249999,"( (2,1,3,0,), )",-1,164368248,142481273,164368248,142481273,164407756,1.36854854949787,1.36887749755658,1.57915486900514,1.36887749755658,1.57915486900514,6.44260136953034,20.1330116816552,"(6.442601369530339,)","(1651008,)",
acs_wht_f32,224999996,4,56249999,"( (1,2,3,0,), )",-1,164368035,142477891,164368035,142477891,164407756,1.36854854949787,1.36887927144715,1.57919235342977,1.36887927144715,1.57919235342977,6.44260136953034,20.1330116816552,"(6.44260136953034,)","(1651008,)",
acs_wht_f32,224999996,4,56249999,"( (2,0,), (1,3,), )",-1,155816591,142477736,155816693,142479279,164407756,1.36854854949787,1.44400538194293,1.57919407141618,1.44400443667483,1.57917696930513,6.16479309855714,20.1330116816552,"(7.193006041938832,5.136580155175457,)","(825504,825504,)",
acs_wht_f32,224999996,4,56249999,"( (3,2,1,0,), )",-1,164374899,142473143,164374899,142473143,164407756,1.36854854949787,1.36882210951199,1.57924498092949,1.36882210951199,1.57924498092949,6.44260136953034,20.1330116816552,"(6.44260136953034,)","(1651008,)",
acs_wht_f32,224999996,4,56249999,"( (3,1,0,2,), )",-1,164375661,142476613,164375661,142476613,164407756,1.36854854949787,1.36881576403212,1.5792065186165,1.36881576403212,1.5792065186165,6.44260136953034,20.1330116816552,"(6.44260136953034,)","(1651008,)",
acs_wht_f32,224999996,4,56249999,"( (2,3,), (1,), (0,), )",-1,148277510,142482006,148274636,142479093,164407756,1.36854854949787,1.51742496889785,1.57914674502828,1.51745438107162,1.57917903084911,6.05632650967009,20.1330116816552,"(4.7000326836071045,7.412636992582531,7.412603678883616,)","(825504,412752,412752,)",
acs_wht_f32,224999996,4,56249999,"( (1,0,3,2,), )",-1,164364877,142476535,164364877,142476535,164407756,1.36854854949787,1.36890557220446,1.57920738316664,1.36890557220446,1.57920738316664,6.44260136953034,20.1330116816552,"(6.44260136953034,)","(1651008,)",
acs_wht_f32,224999996,4,56249999,"( (1,), (3,2,0,), )",-1,160709977,142475591,160709331,142474360,164407756,1.36854854949787,1.40003750980563,1.5792178465152,1.40004313750768,1.57923149119603,6.31432908472876,20.1330116816552,"(7.412636992582531,5.9482264487775005,)","(412752,1238256,)",
acs_wht_f32,224999996,4,56249999,"( (2,0,1,), (3,), )",-1,149155998,142477144,149158506,142479279,164407756,1.36854854949787,1.50848775119322,1.57920063305031,1.50846238698583,1.57917696930513,5.78782335247649,20.1330116816552,"(7.310108757080525,1.2209671386643668,)","(1238256,412752,)",
acs_wht_f32,224999996,4,56249999,"( (0,3,1,2,), )",-1,164413192,142477118,164413192,142477118,164407756,1.36854854949787,1.36850330112197,1.57920092123144,1.36850330112197,1.57920092123144,6.44260136953034,20.1330116816552,"(6.44260136953034,)","(1651008,)",
acs_wht_f32,224999996,4,56249999,"( (2,3,), (1,0,), )",-1,148232749,142479889,148237491,142479093,164407756,1.36854854949787,1.5178831770839,1.57917020836534,1.51783462120254,1.57917903084911,6.05632765229652,20.1330116816552,"(4.7000326836071045,7.4126226209859425,)","(825504,825504,)",
acs_wht_f32,224999996,4,56249999,"( (0,1,), (2,3,), )",-1,148233115,142481944,148233277,142478739,164407756,1.36854854949787,1.51787942930296,1.57914743218271,1.51787777045501,1.57918295444768,6.05632765229652,20.1330116816552,"(7.412622620985942,4.7000326836071045,)","(825504,825504,)",
acs_wht_f32,224999996,4,56249999,"( (3,1,), (0,), (2,), )",-1,152036436,142479451,152033566,142476613,164407756,1.36854854949787,1.47990838196181,1.57917506293592,1.47993631879949,1.5792065186165,6.05723204176302,20.1330116816552,"(5.136580155175457,7.412603678883616,6.543164177817545,)","(825504,412752,412752,)",
acs_wht_f32,224999996,4,56249999,"( (0,3,), (2,1,), )",-1,155815111,142479735,155813892,142476356,164407756,1.36854854949787,1.44401909773693,1.57917191522008,1.44403039492782,1.57920936720195,6.16463389446987,20.1330116816552,"(5.136499047872188,7.192768741067551,)","(825504,825504,)",
acs_wht_f32,224999996,4,56249999,"( (3,0,2,1,), )",-1,164375980,142473990,164375980,142473990,164407756,1.36854854949787,1.36881310760854,1.57923559240532,1.36881310760854,1.57923559240532,6.44260136953034,20.1330116816552,"(6.44260136953034,)","(1651008,)",
acs_wht_f32,224999996,4,56249999,"( (1,0,2,3,), )",-1,164405081,142476705,164405081,142476705,164407756,1.36854854949787,1.36857081685936,1.57920549889191,1.36857081685936,1.57920549889191,6.44260136953034,20.1330116816552,"(6.44260136953034,)","(1651008,)",
acs_wht_f32,224999996,4,56249999,"( (0,1,2,), (3,), )",-1,149160247,142476603,149162756,142478739,164407756,1.36854854949787,1.5084447801967,1.57920662945621,1.50841940732176,1.57918295444768,5.78782335247649,20.1330116816552,"(7.310108757080525,1.2209671386643668,)","(1238256,412752,)",
acs_wht_f32,224999996,4,56249999,"( (0,3,2,1,), )",-1,164412909,142476356,164412909,142476356,164407756,1.36854854949787,1.3685056566939,1.57920936720195,1.3685056566939,1.57920936720195,6.44260136953034,20.1330116816552,"(6.44260136953034,)","(1651008,)",
acs_wht_f32,224999996,4,56249999,"( (0,2,1,3,), )",-1,164408199,142477907,164408199,142477907,164407756,1.36854854949787,1.36854486192626,1.57919217608945,1.36854486192626,1.57919217608945,6.44260136953034,20.1330116816552,"(6.44260136953034,)","(1651008,)",
acs_wht_f32,224999996,4,56249999,"( (1,), (2,0,3,), )",-1,160719772,142481850,160720559,142477753,164407756,1.36854854949787,1.39995218509892,1.57914847399862,1.3999453299562,1.57919388299168,6.31432908472876,20.1330116816552,"(7.412636992582531,5.9482264487775005,)","(412752,1238256,)",
acs_wht_f32,224999996,4,56249999,"( (0,), (2,1,3,), )",-1,160717503,142483852,160716447,142477907,164407756,1.36854854949787,1.39997194953931,1.57912628583343,1.39998114816463,1.57919217608945,6.31422855038797,20.1330116816552,"(7.412603678883616,5.948103507556082,)","(412752,1238256,)",
acs_wht_f32,224999996,4,56249999,"( (2,3,), (0,1,), )",-1,148233115,142481944,148234064,142480998,164407756,1.36854854949787,1.51787942930296,1.57914743218271,1.51786971178231,1.57915791690342,6.05632765229652,20.1330116816552,"(4.7000326836071045,7.412622620985942,)","(825504,825504,)",
acs_wht_f32,224999996,4,56249999,"( (2,0,3,1,), )",-1,164370983,142481278,164370983,142481278,164407756,1.36854854949787,1.36885472054395,1.57915481358891,1.36885472054395,1.57915481358891,6.44260136953034,20.1330116816552,"(6.44260136953034,)","(1651008,)",
acs_wht_f32,224999996,4,56249999,"( (1,2,), (0,3,), )",-1,155817116,142476352,155816932,142477753,164407756,1.36854854949787,1.44400051660563,1.57920941153799,1.44400222178678,1.57919388299168,6.16463389446987,20.1330116816552,"(7.1927687410675505,5.136499047872188,)","(825504,825504,)",
acs_wht_f32,224999996,4,56249999,"( (1,), (2,), (3,0,), )",-1,152036310,142477441,152032849,142477891,164407756,1.36854854949787,1.47990960843499,1.57919734114259,1.47994329830654,1.57919235342977,6.05719981653611,20.1330116816552,"(7.412636992582531,6.543164177817545,5.136499047872188,)","(412752,412752,825504,)",
acs_wht_f32,224999996,4,56249999,"( (0,), (3,2,1,), )",-1,160707111,142475716,160708356,142476356,164407756,1.36854854949787,1.40006247763361,1.57921646100027,1.4000516314161,1.57920936720195,6.31422855038797,20.1330116816552,"(7.412603678883616,5.948103507556082,)","(412752,1238256,)",
acs_wht_f32,224999996,4,56249999,"( (0,2,), (1,3,), )",-1,155817518,142476401,155817620,142477907,164407756,1.36854854949787,1.44399679116953,1.57920886842166,1.44399584591268,1.57919217608945,6.16479309855715,20.1330116816552,"(7.193006041938833,5.136580155175457,)","(825504,825504,)",
acs_wht_f32,224999996,4,56249999,"( (0,1,3,2,), )",-1,164367306,142478987,164367306,142478987,164407756,1.36854854949787,1.36888534268488,1.57918020570991,1.36888534268488,1.57918020570991,6.44260136953034,20.1330116816552,"(6.44260136953034,)","(1651008,)",
